name,wgt_avg,overall_score,style_score,abv,est_cal,beer_desc,ibu,mean
Half Acre Beer Hates Astronauts,3.89,99,99,7%,210,"
        Imagine a comic book. The kind with superheroes and punching and stuff. Now imagine that most of those superheroes are kind of total jerks. Add in a lot of profanity. No, more profanity than that. Ok, now throw in felonious owls, spectral bovines, gorilla arms, lots of bears, unplanned pregnancy, and 19th century boxer John L. Sullivan. And then a little more profanity. And be sure to include almost nothing about theology or space exploration. 
",DNE,3.99/5.0
Revolution Deth’s Tar,3.89,99,90,11.4%,342,"
        A play on Josh’s name, this Russian imperial stout is aged in four different types of bourbon barrels (Old Fitzgerald, Old Forester, Elijah Craig, and Evan Williams), then blended for the resulting thick and dark brew. If you had a chance to taste Alderaan, this is the aged version.
      ",DNE,DNE
Half Acre Double Daisy Cutter,3.89,99,98,8%,240,"
        Double Daisy Cutter is a monster version of the original Daisy Cutter Pale Ale. A heftier grain bill amps up the weight and double dry hopping insures there’s enough hops to recede your gums. 
",DNE,DNE
Revolution Gravedigger Billy,3.87,99,99,10.4%,312,"
        After quietly resting in the cellar for just over five months, it is finally time for our Willie Wee Heavy Scotch ale to be extracted from the Woodford Reserve barrels. The rich malt character reminiscent of cocoa, toffee, and brown sugar from the Belgian specialty malts has melded beautifully with the flavors and aromas of vanilla, caramel, toasted coconut and fine bourbon from the charred American oak barrels. Prolonged aging in these amazing barrels yields a finished product not only with a high level of complexity but also a smooth creamy mouthfeel which masks this ale’s rather substantial ABV.
      ",DNE,DNE
Flossmoor Station Pretty Big IPA,3.84,99,95,8.5%,255,"
        Yeah, it's Pretty Big. The bottles are topped by Gold Wax.
      ",DNE,DNE
Three Floyds Dark Lord Russian Imperial Stout (Bourbon Vanilla Bean),4.33,100,100,14%,420,"
        Dark Lord Russian Imperial Stout aged in a variety of Bourbon barrels with vanilla beans.

",DNE,DNE
Three Floyds Dark Lord Russian Imperial Stout (Bourbon Barrel Aged),4.35,100,100,15%,450,"
        Dark Lord aged in a variety of Bourbon barrels including Woodford Reserve and Heaven Hill. 
",DNE,DNE
Three Floyds Dark Lord Russian Imperial Stout,4.28,100,100,15%,450,"
        A Demonic Imperial Russian stout brewed
with Dark Matter Coffee coffee,vanilla, and molasses.
",DNE,DNE
Three Floyds Dreadnaught Imperial IPA,4.23,100,100,9.5%,285,"
        A hophead’s dream beer. This Imperial India Pale Ale has an opening salvo of mango, peach and citrus hop aromas that sit atop a pronounced caramel malt backbone. Although Dreadnaught is a strong and intensely hoppy ale, its complex flavors is both smooth and memorable.  9.5% ABV, 100 IBUs.
      ",100,DNE
Three Floyds Zombie Dust,4.13,100,100,6.2%,186,"
        A medium bodied single hop pale ale showcasing Citra hop from the Yakima Valley, U.S.A.
      ",50,DNE
Three Floyds Behemoth,4.07,100,100,12%,360,"
        Huge sweet body, big flavors and high alcohol levels, this beer is best enjoyed by a raging fire.  Complex caramel sweetness is well balanced by generous hopping, delivering an intense, smooth drinking experience.  Intense fruity caramel malts, citrus hops, and alcohol notes waft up to tickle your senses.
",DNE,DNE
Three Floyds Dark Lord Russian Imperial Stout (Cognac Coffee),4.02,100,96,DNE,DNE,"
        Dark Matter took Cognac barrels and aged beans in them, then we took those barrels and aged Dark Lord for one year in the barrels. We added fresh ground coffee to the beer before bottling.
      ",DNE,4.18/5.0
Three Floyds Baller Stout,4.02,100,96,13.8%,414,"
        Three Floyd’s 15th Anniversary beer. A blend of Dark Lord, Surly Darkness, De Struise Black Albert, and Mikkeller Beer Geek Brunch
      ",DNE,DNE
Three Floyds Bourbon Barrel Aged Dark Lord De Muerte,4.02,100,96,15%,450,"
        Dark Lord aged in bourbon barrels with ancho and guajillo peppers
",DNE,DNE
Three Floyds Alpha King,4.01,100,100,6.5%,195,"
        Big American Pale Ale with citrusy aroma- a hop lover’s cult beer and Three Floyds’ flagship beer Brewed with Cenntennial, Cascade & Warrior Hops. ",66,DNE
Three Floyds Dark Lord Russian Imperial Stout (Aquavit Barrel Aged),3.99,100,95,DNE,DNE,DNE,DNE,DNE
Three Floyds Permanent Funeral,4,100,99,10.5%,315,"
        The wolf inside this pale ale is trying to walk upright. This bright and aromatic beer was brewed with our friends in the band Pig Destroyer.
      ",100,DNE
Three Floyds Rye Da Tiger,3.95,100,99,8.6%,258,"
        Remember Rye’da Lightning? This is its double. Think of Ronnie James Dio while you enjoy this double Rye IPA.
      ",DNE,DNE
Three Floyds / The Bruery Rue D’Floyd,3.97,100,98,DNE,DNE,"
        Imperial porter aged in bourbon barrels with cherries and vanilla beans added
",DNE,4.11/5.0
Three Floyds Behemoth - Bourbon Barrel,3.96,100,99,12.5%,375,"
        Woodford Reserve Bourbon Barrel aged Behemoth Barleywine.
      ",DNE,DNE
Three Floyds Alpha Klaus,3.97,100,98,7.5%,225,"
        Alpha Klaus is Alpha King’s cousin. A big American X-mas Porter brewed with English chocolate malt and Mexican sugar and of course tons of strange American hops! Cheers. ",DNE,DNE
18th Street Bitches’ Bank,3.96,99,94,12%,360,"
        This sweet, roasty beast of a RIS is brewed with cocao nibs, cinnamon, and vanilla. To this we added a TON of Rye Malt, giving it some very beautiful spicy notes.
      ",DNE,DNE
18th Street Barrel Aged Hunter - Wheat Whiskey,3.95,99,94,9.5%,285,"
        Aged in Journeyman Distillery Buggy Whip Wheat Whiskey Barrels
      ",DNE,DNE
Three Floyds Arctic Panzer Wolf,3.95,99,99,9%,270,"
        A massive IPA that will leave your palate it’s hapless victim.  Scorched earth is our brewery policy.  100IBU 9%ABV
      ",100,DNE
Three Floyds Quit Hitting Yourself,3.94,99,94,15%,450,"
        Dark Lord Aged in Porto and Madeira Barrels
",DNE,DNE
Three Floyds French Vanilla Militia,3.93,99,93,15%,450,"
        Dark Lord Aged in Armagnac Barrels with Vanilla, Cocoa Nibs, and Coffee.
      ",DNE,4.18/5.0
18th Street Bitches’ Bank - Cognac Barrel Aged ,3.91,99,92,12%,360,DNE,DNE,4.06/5.0
Three Floyds Blakkr,3.91,99,100,10%,300,"
        This double black as night IPA is too massive for one brewery’s efforts. Blakkr took the trinity of Real Ale, Surly, and Three Floyds to actualize this crushing ale. Cheers.
",DNE,DNE
Three Floyds BrooDoo,3.91,99,100,7%,210,"
        This beer is brewed during the hop harvest with a portion of unkilned or “wet” hops fresh off the vine. Apricot in color, Broo Doo’s nose has dominant orange, pine sap and floral notes, balanced by a glazed nut and toffee malt body. This celebration of the hop harvest has intense tropical fruit, citrus and spicy accents that showcase the complexity of the hops we all love. October release.
      ",80,DNE
Three Floyds Ronaldo (2016 Dark Lord Variant),3.9,99,91,15%,450,"
        Dark Lord aged in Madeira Barrels with Tart Michigan cherries.
      ",DNE,4.05/5.0
Toppling Goliath Mornin’ Delight,4.41,100,100,12%,360,"
        A huge Imperial Stout with an explosive espresso aroma followed by strong notes of maple syrup and vanilla.
      ",50,DNE
Toppling Goliath King Sue,4.21,100,100,8.5%,255,"
        Citra Double IPA
      ",DNE,DNE
Toppling Goliath pseudoSue,4.06,100,100,5.8%,174,"
        This single hop pale ale showcases the Citra hop for a well balanced beer that is delicate in body with a mild bitterness in the finish. She roars with ferocious aromas of grapefruit, citrus, mango and evergreen. pseudoSue’s unique and addictive taste is clean and bright with just enough bite!
",50,DNE
Toppling Goliath Sosus,4.04,100,99,8%,240,"
        In his most notable mosaic work, Sosus of Pergamon depicts doves sunning atop a golden chalice. The image was said to be so enticing that real birds flew into it while trying to reach their stone companions. This single-hop showcase is inspired by the beauty of divinity of the Sosus mosaics. Just as the doves discovered their golden nectar, discover the irresistible nature of the Mosaic hop.
      ",100,DNE
Toppling Goliath Twisted Galaxy,3.98,100,99,7.2%,216,"
        Outta-this-world single-hop, double IPA, showcasing the Galaxy hop from Tasmania. Weighs in at a theoretical 170 IGUs (that’s “Intergalactic Bittering Units”).

Twisted Galaxy is part of the TG Hop Patrol Series of aggressively hopped IPAs that showcase individual hop varieties and complex blends.
      ",170,4.12/5.0
Toppling Goliath Pompeii IPA,3.96,100,100,5.5%,165,"
        Inspiration for our newest Hop Patrol IPA comes from the House of Faun in Pompeii, Italy. At this site, some of the world’s most famous mosaics were preserved under layers of ash after the eruption of Mount Vesuvius.

Just as Mount Vesuvius preserved the complex mosaics of Pompeii, this single-hop IPA preserves the luxurious taste of the Mosaic hop.
      ",60,DNE
Toppling Goliath / Tree House David,3.91,99,98,8.6%,258,"
        Collaboration with Tree House Brewing Company
",DNE,4.03/5.0
Toppling Goliath ZeeLander,3.85,99,99,5.5%,165,"
        Ipa with New Zealand Nelson hops. ",80,DNE
Toppling Goliath Sol Hunter Pale Ale,3.83,99,100,6.5%,195,"
        XHops Red Redone
      ",DNE,DNE
Toppling Goliath Mosaic Dry Hopped pseudoSue,3.82,99,100,5.8%,174,"
        AKA SueMo.",DNE,4.05/5.0
Toppling Goliath Light Speed Pale Ale,3.82,99,100,5.8%,174,"
        Previously known as Millennium Falcon, this seasonal pale ale was crafted with a perfect mixture of Millennium hops and Falconer’s Flight blend. Inviting orange aroma and hints of lemon flavor in this medium-bodied beauty will make you want to drink yours at light speed!
      ",DNE,DNE
Toppling Goliath XHops Series - Gold,3.82,99,100,DNE,DNE,"
        Deep in the labs at TG, through the vaulted door, down the steps, and past the room labeled ""Beware the Leopard"" lies an experiment forgotten. For over a year it remained dormant, calculating the precise moment of return to unleash the ultimate blend of hops. Finally, escape! This unbridled force descends upon the unsuspecting Masses. Can you handle it?
      ",DNE,DNE
Toppling Goliath Golden Nugget IPA,3.81,98,99,7.2%,216,"
        This spectacularly golden, medium bodied IPA was crafted from a winning combination of Golden Promise malt and Nugget hops.
",56,DNE
Toppling Goliath Intergalactic Warrior IPA,3.79,98,99,5.8%,174,"
        This full force blend of Galaxy and Warrior hops packs a bitter punch. Big body, bold flavor, with a boost of citrus rind and just a kick of spiciness in the finish. Intergalactic Warrior is part of the TG Hop Patrol Series of aggressively hopped IPAs that showcase individual hop varieties and complex blends.

      ",60,DNE
Toppling Goliath Galaxy Dry Hopped pseudoSue,3.76,98,99,5.8%,174,DNE,DNE,3.92/5.0
Toppling Goliath Thresher IPA ,3.77,98,98,5.25%,158,DNE,50,DNE
Peace Tree No Coast IPA,3.75,98,98,7.5%,225,"
        No Coast is a big American IPA with tons of bitterness and loads of hop flavor. A variety of pale malts are used to give this beer a nice golden color and let the Amarillo, Citra and Simcoe hops shine through with big piney and citrus notes. Coming in at 95 IBUs, this beer is sure to show there’s more to beer than just a coast.  
      ",95,3.83/5.0
Toppling Goliath / Mikkeller Nelson Schmelsson,3.75,98,92,7.2%,216,"
        Friendship is a lot of things - leaving the last peice of pie, moving a couch, or pointing out when there’s parsley stuck between teeth. But to us, friendship is brewing. It take a lot to understand how to balance the perfect beer, and the right character to bring to the table. Too much malt and you might as well have just squeezed a lemon in their eye. But together we live, we learn, and ultimately we make a pretty tasty beer. Skal!
      ",100,DNE
